File Name,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,RMS Energy,Zero Crossing Rate,MFCC Mean,MFCC Variance,Spectral Contrast,Harmony Mean,Harmony Variance,Percussive Mean,Percussive Variance,Tempo,Onset Strength Mean,Onset Strength Variance,Mean Beat Interval,Chromaticity,Diatonicity,Dissonance,Magnitude,Target
Data/genres_original/blues/blues.00015.wav,1420.4114787701462,1730.9171016184673,2930.240614569224,0.080638945,0.0637176797116873,-4.2533064,6240.968,21.364320963764044,-1.3981055e-05,0.0047300593,-8.5511405e-05,0.002335559,[103.359375],1.4600526,1.9880413,0.6046863189720333,0.15765198453257734,0.06168708975095641,0.9183615036479064,0.7663604379619489,blues
Data/genres_original/blues/blues.00014.wav,1172.2763008557504,1705.8583767615453,2345.777482071159,0.06693625,0.045045834945820436,-5.8429117,9272.851,21.61730175561216,-0.000117512434,0.00471707,-0.00019976648,0.0012004694,[151.99908088],1.3879123,2.0545845,0.3816149068322982,0.19115597702968273,0.07717152127122931,0.8939175269375277,0.9991375408348784,blues
Data/genres_original/blues/blues.00016.wav,1455.0424713768246,1825.9090251785303,3009.9651324859715,0.08141902,0.061350725014512386,-3.6595657,6137.8228,21.05721565810718,-2.4775574e-05,0.004509391,-0.00010908048,0.0024159972,[198.76802885],1.4060416,1.7714891,0.30137566137566135,0.10959448448056659,0.07070135746134674,0.9137207280642273,0.8024716592921708,blues
Data/genres_original/blues/blues.00017.wav,1088.7781161784512,1410.8359525015333,2134.7537581027477,0.09325911,0.04832397083010836,-1.5104527,7137.2295,21.71944027700094,-1.1252723e-05,0.006768294,-7.804601e-05,0.001524235,[172.265625],1.5879235,3.0254598,0.35501352348168186,0.12848493662162316,0.09337615174794027,0.8902633928897736,0.9989631363773745,blues
Data/genres_original/blues/blues.00013.wav,1324.3317542217221,1827.3844642890333,2710.3669441152283,0.11318897,0.051417300575657895,-1.7678076,5141.6553,21.41602694746701,-1.2895241e-05,0.012687887,-6.405303e-05,0.0016043235,[107.66601562],1.3769192,2.038245,0.5608512122797837,0.15706180960498461,0.07956894657525035,0.8956181444275649,1.0002214270063607,blues
Data/genres_original/blues/blues.00018.wav,1537.5609192674106,2054.224165444145,3495.4621967516446,0.07964064,0.056131935710139316,-4.782435,6355.236,21.71347422895002,-4.4150413e-05,0.0069378107,-0.0002003103,0.0010435099,[83.35433468],1.2213365,1.4791214,0.7273650793650793,0.1700224051238109,0.05772966792098075,0.9001131776931146,0.9155492081382594,blues
Data/genres_original/blues/blues.00019.wav,1195.4133983085592,1480.9442638678327,2235.2114839819565,0.09763429,0.05887114817143963,-3.6274319,6665.013,21.481304784086948,-2.682886e-05,0.00659974,-0.00016570016,0.0025796262,[123.046875],1.5633831,2.9428098,0.4892204238017046,0.14817071548558303,0.09336042980884345,0.9036288528244045,0.8921077328124681,blues
Data/genres_original/blues/blues.00020.wav,1389.9522837601057,1911.3143992689463,3005.7401580338137,0.07535405,0.05256015080785604,-3.4003944,5889.6177,20.069971284973434,-5.16887e-06,0.00455997,-9.023179e-05,0.0014859337,[135.99917763],1.3927286,1.9541597,0.4359806410126239,0.10491238649004307,0.09791180059558335,0.9057842086572107,0.8548140930536615,blues
Data/genres_original/blues/blues.00021.wav,1046.7275070203582,1480.5791610107572,1831.1222607875386,0.101118095,0.04793735185274768,-1.7152451,7920.6187,22.15017830903346,-7.193607e-06,0.008324291,-7.78296e-05,0.002212396,[99.38401442],1.4752905,2.7095728,0.5925925925925927,0.21096979683495182,0.10186142932416738,0.8680186086779949,1.2420801302257873,blues
Data/genres_original/blues/blues.00000.wav,1784.416545970319,2002.6571063943209,3806.4186497738488,0.130192,0.08306639113293343,3.1174057,2685.0916,20.526880865533126,-4.5264394e-05,0.008171827,6.84195e-06,0.005704281,[123.046875],1.3923483,2.1960816,0.4794920634920635,0.12468737584965296,0.052441969593085065,0.9312476681883449,0.6432668922623445,blues
Data/genres_original/blues/blues.00001.wav,1529.8713140945188,2038.6121427572907,3548.9868730952494,0.095891684,0.056044256724071206,-0.01152329,5516.633,20.67226372395401,0.00014215852,0.005096857,-0.00018055596,0.0030666413,[67.99958882],1.4457797,4.0140767,0.8753219267504982,0.17347165187779415,0.08936535642891119,0.9165816111235305,0.792052589656593,blues
Data/genres_original/blues/blues.00002.wav,1552.6377863181908,1747.382028301666,3041.0899442784926,0.17549369,0.07630074799245357,3.3614142,2808.6147,22.19179405371781,1.2606241e-06,0.016350074,-1.5652853e-05,0.007462036,[161.49902344],1.6393421,3.8041108,0.37936385364956793,0.11866519146566117,0.14114417566717316,0.8762531974118456,1.1474168748483753,blues
Data/genres_original/blues/blues.00003.wav,1070.1100585189856,1596.2442041849347,2185.0617872303114,0.14113921,0.03330894446594427,0.87857926,5451.6895,21.428385815117593,3.7968694e-06,0.01906335,-1.7887805e-05,0.0027127906,[63.02400915],1.2485352,3.0636852,0.9553352769679301,0.18910917234397565,0.12329782761512688,0.8608885182548172,1.3106619820148833,blues
Data/genres_original/blues/blues.00005.wav,1831.9900685948746,1729.4562589469806,3480.8539517523704,0.10343772,0.09403986975135449,-8.226527,4653.7856,22.544687671243373,1.2941975e-07,0.008084852,-2.6809026e-05,0.0032449372,[69.83741554],1.518878,5.0740943,0.8743764172335601,0.1281254670372199,0.14437208777558574,0.867289338980913,1.1934018319081483,blues
Data/genres_original/blues/blues.00004.wav,1835.5070084014947,1748.3674767249381,3581.003346162684,0.0915404,0.1015001421004257,-9.650853,4000.6367,21.463016625301957,-1.7863606e-05,0.004817581,-9.764641e-06,0.0030946692,[135.99917763],1.6463543,3.858019,0.45016750786336046,0.08773837853047095,0.07127143772787015,0.894342885605694,0.9281291227061311,blues
Data/genres_original/blues/blues.00006.wav,1459.0353761872718,1388.725515468785,2795.67476160386,0.1416879,0.07302790308146284,-7.91531,5460.771,23.4258528702093,-1.2958941e-05,0.016921,-2.0389125e-05,0.005961976,[71.77734375],1.6391699,5.681762,0.8246401036605118,0.17162990410177356,0.11169519870974294,0.867158481114005,1.2079448774583808,blues
Data/genres_original/blues/blues.00009.wav,1817.529546414671,1973.69030921519,3944.584480970637,0.08132098,0.0792153184258901,-6.924219,5399.9414,21.158176253924022,-2.1936512e-06,0.0072238604,-2.2580169e-05,0.0016778964,[80.74951172],1.2488515,1.4054209,0.7320090702947846,0.17788613599503275,0.12989164773131157,0.8659550469820584,1.2385900448280056,blues
Data/genres_original/blues/blues.00007.wav,1451.8494584581756,1577.5518583197495,2955.7654602239745,0.13174523,0.06143500266060371,-4.554649,4964.493,22.44033374468572,2.0959864e-05,0.0132185435,-4.8619975e-05,0.0048556007,[92.28515625],1.5441257,3.7779076,0.6449987402368355,0.19610699198551224,0.06216420154902077,0.8849617479142037,1.0473223872855648,blues
Data/genres_original/blues/blues.00008.wav,1719.2739373344168,2031.6873439502422,3781.5188003398316,0.14236063,0.06402757957623839,3.4844193,2954.238,22.37343203527635,5.9056447e-07,0.012712171,-1.7643555e-05,0.0034638145,[83.35433468],1.4520382,2.4654036,0.715055526484098,0.07929191895934805,0.08834424907293953,0.9080438305328852,0.8394190626166964,blues
Data/genres_original/blues/blues.00010.wav,1410.675357056207,1512.9717892723252,2767.5082652561437,0.14286481,0.06298072271671827,-4.600436,4794.2134,21.087885137697246,-0.00010939381,0.021780536,8.545922e-05,0.0039746324,[161.49902344],1.8907701,10.509279,0.3745745315670128,0.167237695089143,0.1096411918214439,0.8865531313760624,1.0711105655279873,blues
Data/genres_original/blues/blues.00011.wav,1353.3291189300649,1757.3310044069303,2882.31590436339,0.065684564,0.04395891785990712,-8.579292,8307.622,20.797922500318005,6.744429e-06,0.0050140196,-1.2618648e-05,0.0006340413,[161.49902344],1.4503832,3.539448,0.35919263178522437,0.3055674978278724,0.16425934398281908,0.8007181782403446,1.9460243599657787,blues
Data/genres_original/blues/blues.00012.wav,1361.1004062354928,1567.6007717770153,2739.791766187355,0.11902389,0.06912392064144737,-2.1759377,5590.737,22.127099844933312,-3.1577115e-06,0.012537252,-5.9395483e-05,0.0026337933,[184.5703125],1.5192204,3.6655698,0.3214673721340388,0.15137344623301321,0.14619219111233123,0.8531956661927459,1.3756198150575398,blues
Data/genres_original/blues/blues.00023.wav,1210.4571260262846,1498.054609339013,2522.5430798604393,0.101914905,0.052482675841718264,-4.320336,6318.5737,21.828065781979905,-2.5611647e-05,0.008697683,-0.000114461414,0.0021013247,[184.5703125],1.4324831,2.2588158,0.31385213426029757,0.18920862750734618,0.15836218353703727,0.8482432527825092,1.4399175357503602,blues
Data/genres_original/blues/blues.00022.wav,1156.2023631215081,1497.7588839195882,2170.511875211639,0.1134315,0.05861340218653251,-0.52753,6664.8496,22.285952452738858,-8.819348e-06,0.009847832,-5.0207862e-05,0.0031964558,[95.703125],1.5298611,3.204391,0.6130068027210884,0.16869157464830734,0.10214611963371117,0.8870755996429656,1.055958473531761,blues
Data/genres_original/blues/blues.00024.wav,1120.3909802285903,1447.85262505518,2325.127606938129,0.08696161,0.047297899937113,-3.8945396,8198.046,21.71705066459832,-6.8460567e-06,0.0065581193,-9.831296e-05,0.001715225,[103.359375],1.6101758,3.0039327,0.5750353474723222,0.3093515287487555,0.04623730704837405,0.8881169588040078,1.0363364098770822,blues
Data/genres_original/blues/blues.00025.wav,1109.721378629315,1463.539070397656,2243.744765715702,0.089179605,0.05172493288022446,-2.1688995,7022.542,21.023261507497562,-6.9095454e-06,0.0067550624,-4.62447e-06,0.0017124073,[92.28515625],1.4705613,2.8475826,0.6491267321743512,0.18649781244269983,0.08466803809961365,0.8751724079774643,1.218019203659883,blues
Data/genres_original/blues/blues.00026.wav,1198.7544985722177,1573.085113273226,2478.8266775408765,0.076938555,0.051987591911764705,-5.689072,8104.8545,21.957339782385755,-3.1202e-05,0.008411982,-6.2686464e-05,0.001919674,[83.35433468],1.4346747,3.554853,0.723484902733023,0.2582880432300664,0.059453057371398346,0.8640984845839845,1.2454908401260532,blues
Data/genres_original/blues/blues.00027.wav,1391.443903745914,1494.8508338204417,2811.1413347462753,0.09572528,0.07235897288602941,-4.7926345,6169.8213,23.0219245837487,-1.3098978e-05,0.007730341,-8.91805e-05,0.0015375036,[92.28515625],1.3228462,1.425879,0.6274916315732643,0.22307097429888556,0.17216673380118627,0.8165848789101298,1.7254216588910685,blues
Data/genres_original/blues/blues.00028.wav,1115.5411952519357,1398.5093836910733,2290.3194840847523,0.09958247,0.04802843217879257,-3.9641566,7157.9556,21.40187790875382,-2.295318e-06,0.008186068,-2.895075e-05,0.0026291155,[103.359375],1.5144081,2.5688188,0.582356462585034,0.2519058824460342,0.04820551161064552,0.8983953076835414,0.9499054256495892,blues
Data/genres_original/blues/blues.00029.wav,1649.2877536970097,2190.221833503233,3761.610587388738,0.124669306,0.05292636174535604,-9.018686,5656.8755,26.456134840917112,-1.3795137e-06,0.016770612,-2.332339e-06,0.0013208728,[129.19921875],1.5408299,2.613104,0.46552263916319214,0.2845974974209795,0.10986960045061434,0.8532127013329318,1.3946382673935844,blues
Data/genres_original/blues/blues.00032.wav,1309.6646971460584,1883.0626115012412,2765.658276442773,0.101156905,0.03939318583107585,-11.890648,7980.7295,26.985884311924384,-2.1044636e-06,0.012844934,1.1902503e-06,0.0004450797,[143.5546875],1.1745156,2.1717043,0.4193454496226352,0.35477721681000907,0.3086833426413143,0.7130037410927664,2.7283735857693974,blues
Data/genres_original/blues/blues.00030.wav,1378.9657764881297,2003.5852163311847,3015.0567683642125,0.17003015,0.03937580120452786,-6.990481,4959.2603,26.843508342580435,1.6422499e-06,0.027230939,5.3863037e-06,0.0015355698,[151.99908088],1.3661249,1.4232731,0.3985562078712764,0.30627037909431915,0.23207572472783966,0.7995792837838251,1.8792634603814884,blues
Data/genres_original/blues/blues.00031.wav,1331.0365912698592,1973.6486462859361,2900.174129710478,0.1515323,0.04296723829334365,-9.746158,5323.538,27.927204310381864,-4.9371494e-07,0.023259878,1.5047808e-06,0.0008501841,[151.99908088],1.3479307,1.7219616,0.38607044595616025,0.3386957700818567,0.23191465421243437,0.7714354344411984,2.1899873232533977,blues
Data/genres_original/blues/blues.00033.wav,1430.598194486849,2075.652415831258,3246.7553673144835,0.13312429,0.04196988982681889,-9.89076,6075.456,27.16162335947027,3.86909e-06,0.01695152,-2.185658e-06,0.0009943662,[151.99908088],1.374117,1.8507271,0.3880176632056331,0.3145381006137595,0.23543792718165987,0.7583561676460518,2.3292543632624225,blues
